,Condition Report,Description,Sold Price
31,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Color: Fancy Intense, Even Yellow
Diamond Certification No: US 88043605D
Diamond Lab: European Gemological Laboratory
Diamond Average Clarity: VS
Diamond Shapes: Radiant, Trapezoid, Full
Diamond Count: 51 - 75
Overall Condition: Very Good
Notes: Stunning look. The EGL certificate states: ""Graded as mounting permits. Measurements are approximate.""","Fancy Intense Yellow Diamond, Diamond, Gold, Platinum Ring
The ring features a radiant-cut diamond measuring 9.05 x 8.30 x 5.50 mm and weighing approximately 4.33 carats, enhanced by trapezoid and full-cut diamonds weighing a total of approximately 1.75 carats, set in platinum, having 18k yellow gold accents. An EGL Laboratory report # US 88043605D, dated March 10, 2009, stating Natural Fancy Intense Even Yellow color, VVS2-VS1 clarity, and weighing 4.33 carats, accompanies the featured diamond. Gross weight 8.50 grams.
*Note: Size 6-3/4 (sizeable)","SOLD ON DEC 9, 2009 FOR: $37,343.75"
32,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Full-cut
Count: 1 - 25

Colored Gems:

Certified Gems:
Gem: 1
Lab: GIA
Certification #: 1172977032
Carat: 19.43
Shape: Oval
Origin: Sri Lanka
Treatment: No Indications of Heating
Type: Natural Corundum

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: A breathtaking shade of blue! Marked PLAT. Weights are known. The sapphire has some minor nicks and abrasions along the girdle.","Ceylon Sapphire, Diamond, Platinum Ring
The ring features an oval-shaped sapphire measuring 16.07 x 13.26 x 10.26 mm and weighing 19.43 carats, enhanced by full-cut diamonds weighing a total of 1.34 carats, set in platinum. A GIA report # 1172977032, dated May 1, 2017, stating Natural Corundum, Natural Sapphire, Origin Sri Lanka, No Indications of Heating, accompanies the sapphire. Gross weight 18.60 grams.
Size: 6-1/4 (sizeable)","SOLD ON APR 29, 2019 FOR: $36,250.00"
33,"Condition Report*:
Diamonds:
Avg Color: D-E-F
Avg Clarity: VS
Shape(s): Round Brilliant-cut
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2185142744
Carat: 2.69
Color: E
Clarity: VS2
Shape: Round Brilliant

Metals:
Gold

Overall Condition: Good
Condition Notes: A spectacular solitaire. Gold tests as 18k. Small chip on the girdle edge.","Diamond, Gold Ring
The ring features a round brilliant-cut diamond measuring 9.15 x 9.36 x 5.23 mm and weighing 2.69 carats, set in 18k gold having rhodium finished accents. A GIA Laboratory report # 2185142744, dated January 31, 2017, stating E color, VS2 clarity, accompanies the diamond. Gross weight 3.90 grams.
Size: 5-3/4 (sizeable)","SOLD ON APR 3, 2017 FOR: $36,250.00"
34,"Condition Report*:
Diamond Average Color: M+
Diamond Average Clarity: SI
Diamond Shapes: European, Baguette, Full-cut
Diamond Count: 26 - 50
Overall Condition: Very Good
Notes: Marked 18k. Central diamond weight provided on appraisal from the company who made the ring. There are two significant chips to the diamond, both at the girdle and extending to the pavilion. Strong re-cut potential. Surrounding diamonds fall in the G-H-I color and VS clarity ranges.","Diamond, Gold Ring
The ring features a European-cut diamond measuring 10.85 - 10.87 x 7.05 mm and weighing 5.14 carats, enhanced by full-cut diamonds weighing a total of approximately 1.25 carats, accented by baguette-cut diamonds weighing a total of approximately 0.30 carat, set in 18k gold. Gross weight 11.19 grams.
Size: 5-1/2 (sizeable)","SOLD ON MAY 4, 2015 FOR: $36,250.00"
35,"Condition Report*:
Diamond Average Color: J-K-L
Diamond Average Clarity: VS
Diamond Shapes: Emerald-cut, Baguette-cut
Diamond Count: 1 - 25
Overall Condition: Excellent
Notes: Stunning emerald-cut diamond ring accented by baguette-cut diamond sides, includes sizing beads in shank.","Diamond, Platinum Ring
The ring features an emerald-cut diamond measuring 13.25 x 9.90 x 6.00 mm and weighing approximately 6.98 carats, enhanced by baguette-cut diamonds weighing a total of approximately 0.32 carat, set in platinum. Total diamond weight is approximately 7.30 carats. Gross weight 6.70 grams.
*Note: Size 5 (sizeable)","SOLD ON DEC 14, 2010 FOR: $35,850.00"
36,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Certification No: 10581077
Diamond Lab: Gemological Institute of America
Diamond Average Clarity: VS
Diamond Shapes: Emerald-cut, Baguette
Diamond Count: 1 - 25
Overall Condition: Very Good","Diamond, Platinum Ring
The ring features an emerald-cut diamond measuring 9.02 x 7.21 x 5.29 mm and weighing 3.03 carats, flanked by baguette-cut diamonds weighing a total of approximately 1.00 carat, set in platinum. A GIA Laboratory report #10581077, dated March 9, 1999, stating E color, VS1 clarity, and weighing 3.03 carats, accompanies the diamond. Gross weight for the ring is 7.60 grams.
*Note: Size 4-1/2 (with expandable shank)","SOLD ON MAY 20, 2008 FOR: $35,850.00"
37,"Condition Report*:
Ring
Diamonds
Average Color: GHI
Average Clarity: SI
Shapes: Round, Baguette-cut
Diamond Count: 1-25
Overall Condition: Very Good
Notes: Center diamond does not have a certificate. Gorgeous ring.","Diamond, Platinum Ring

The ring features a round brilliant-cut diamond measuring 11.25 - 11.20 x 6.48 mm and weighing approximately 4.98 carats, flanked by tapered baguette-cut diamonds, set in platinum. Total diamond weight is approximately 5.58 carats. Gross weight 6.80 grams.
*Note: Size 6 (sizeable)","SOLD ON MAY 21, 2007 FOR: $35,850.00"
38,"Condition Report*:
Ring
Diamonds
Average color: G-H-I
Average clarity: VS
Shapes: emerald, (2) trillion cut diamonds
Diamond count: 1-25","Diamond, Platinum Ring

The ring centers an emerald-cut diamond measuring 10.40 x 7.70 x 6.00 mm and weighing approximately 4.25 carats, flanked by triangle-cut diamonds, set in platinum. Total diamond weight is approximately 5.65 carats. Gross weight 5.50 grams.","SOLD ON DEC 4, 2006 FOR: $35,850.00"
39,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Triangle
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 102797011
Carat: 3.04
Color: Fancy Vivid Yellow
Clarity: VS1
Shape: Cut-cornered Rectangular

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: Vivid, indeed. Marked PT950, 0082655. One triangle-cut diamond falls in the VS clarity range.","Fancy Vivid Yellow Diamond, Diamond, Platinum Ring
The ring features a rectangular-cut fancy yellow diamond measuring 8.66 x 7.12 x 5.22 mm and weighing 3.04 carats, enhanced by triangle-cut diamonds weighing a total of approximately 0.65 carat, set in platinum. Gross weight 6.60 grams. A GIA report # 102797011, dated July 24, 2019, stating Natural, Fancy Vivid Yellow color, VS1 clarity, accompanies the center stone. Gross weight 6.60 grams.
Size: 5-3/4 (sizeable)","SOLD ON SEP 23, 2019 FOR: $35,001.00"
40,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Full-cut
Count: 51 - 75

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 2205782515
Carat: 11.70
Color: Natural, Fancy Light Brownish-Greenish-Yellow
Clarity: I1
Shape: Hexagonal Mixed-cut

Metals:
Gold

Overall Condition: Very Good
Condition Notes: This ring will stop you in your tracks. Marked 18K.","Gentleman's Fancy Light Brownish-Greenish-Yellow Diamond, Diamond, Gold Ring
The ring features a hexagonal-cut diamond measuring 16.61 x 14.35 x 8.16 mm and weighing 11.70 carats, enhanced by full-cut diamonds weighing a total of approximately 3.75 carats, set in 18k gold. A GIA report # 2205782515, dated December 9, 2019, stating Natural, Fancy Light Brownish-Greenish-Yellow color, I1 clarity, accompanies the center stone. Gross weight 24.20 grams.
Size: 7-1/4 (sizeable)","SOLD ON OCT 5, 2020 FOR: $35,000.00"
41,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: VS
Shape(s): Baguette
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 1196644474
Carat: 5.69
Color: L
Clarity: SI1
Shape: Round Brilliant

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: A classic! Marked 800PLAT.100.IRID","Diamond, Platinum Ring
The ring features a round brilliant-cut diamond measuring 11.86 - 11.98 x 6.63 mm and weighing 5.69 carats, accented by baguette-cut diamonds weighing a total of approximately 0.40 carat, set in platinum. A GIA report # 1196644474, dated September 4, 2018, stating L color, SI1 clarity, accompanies the center stone. Gross weight 5.40 grams.
Size: 5-3/4 (sizeable)","SOLD ON DEC 3, 2018 FOR: $35,000.00"
42,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Single-cut
Count: 26 - 50

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 5182949837
Carat: 2.74
Color: E
Clarity: VS1
Shape: Round Brilliant

Metals:
Gold

Overall Condition: Very Good
Condition Notes: Marked 14K, 3255.","Diamond, White Gold Ring
The ring features a round brilliant-cut diamond measuring 9.08 - 9.31 x 5.27 mm and weighing 2.74 carats, accented by single-cut diamonds weighing a total of approximately 0.70 carat, set in 14k white gold. A GIA report # 5182949837, dated December 15, 2017, stating E color, VS1 clarity, accompanies the center stone. Gross weight 4.30 grams.
Size: 6-1/4 (sizeable)","SOLD ON MAR 26, 2018 FOR: $35,000.00"
43,"Condition Report*:

Overall Condition: Good","Diamond, Enamel, Platinum, Gold, Yellow Metal Rings 3lbs 15oz
Property Offered Unreserved by Court Order - All Lots Sold AS-IS No Returns Permitted","SOLD ON DEC 6, 2016 FOR: $35,000.00"
44,"Condition Report*:
Diamond Average Color: D-E-F
Diamond Certification No: 1156933141
Diamond Lab: GIA
Diamond Average Clarity: VVS
Diamond Shapes: Round Brilliant-cut
Diamond Count: 1 - 25
Overall Condition: Very Good","Diamond, Gold Ring
The ring features a round brilliant-cut diamond measuring 8.42 - 8.55 x 5.20 mm and weighing 2.28 carats, set in 18k gold. A GIA Laboratory report # 1156933141, dated February 14, 2014 stating F color, VVS2 clarity, accompanies the diamond. Gross weight 5.80 grams.
Size: 7-1/2 (sizeable)","SOLD ON APR 29, 2014 FOR: $35,000.00"
45,"Condition Report*:
Diamond Average Color: G-H-I
Diamond Average Clarity: VS
Diamond Shapes: Trapezoid-shaped, Bullet-shaped
Diamond Count: 1 - 25
Gem Type: Sapphire
Gem Certification No: 95013008
Gem Lab: AGTA
Gem Average Clarity: Good
Gem Shape: Cushion-cut
Gem Count: 1 - 25
Overall Condition: Very Good
Notes: A perfect, simple mounting with fine milgrain detail to highlight this golden sapphire.","Sapphire, Diamond, Platinum, Gold Ring
The ring features a cushion-cut yellow sapphire measuring 18.49 x 13.78 x 9.78 mm and weighing 25.18 carats, enhanced by trapezoid and bullet-shaped diamonds weighing a total of approximately 0.80 carat, set in platinum and 18k gold. An AGTA report # 95013008 dated May 17, 2005 stating Natural Sapphire, No Indications of Heating, accompanies the center stone. Gross weight 11.27 grams.
Size: 6 (sizeable)

Property of a Distinguished Gentleman","SOLD ON DEC 9, 2013 FOR: $35,000.00"
46,"Condition Report*:
Diamond Average Color: M+
Diamond Average Clarity: VS
Diamond Shapes: Emerald-cut, Tapered Baguette-cut
Diamond Count: 1 - 25
Overall Condition: Very Good
Notes: Wonderful large center stone with a good pattern to it. Diamonds are observed in setting.","Diamond, Platinum Ring
The ring features an emerald-cut diamond measuring 10.90 x 9.00 x 5.80 mm and weighing approximately 6.00 carats, enhanced by tapered baguette-cut diamonds weighing a total of approximately 0.50 carat, set in platinum. Gross weight 5.70 grams.
Size: 7-3/4 (sizeable)","SOLD ON DEC 9, 2013 FOR: $35,000.00"
47,"Condition Report*:
Diamond Color: Yellow
Diamond Average Clarity: VS
Diamond Shapes: Square-cut, Full-cut
Diamond Count: 76 - 100
Overall Condition: Very Good
Notes: Ring offers up a bold look. Very bright.","Colored Diamond, Gold Ring
The ring features a square-mixed-brilliant-cut yellow diamond measuring 11.50 x 11.35 x 5.60 mm and weighing approximately 6.05 carats, enhanced by full-cut yellow diamonds weighing a total of approximately 1.65 carats, set in 18k gold (colored diamonds not tested for origin of color). Total diamond weight is approximately 7.70 carats. Gross weight 16.10 grams.
Size: 4-1/2 (sizeable)","SOLD ON DEC 3, 2012 FOR: $34,000.00"
48,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Tapered Baguette
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 5201455648
Carat: 5.28
Color: L
Clarity: VS2
Shape: Round Brilliant

Metals:
Platinum

Overall Condition: Good
Condition Notes: Moderate chips to the surface of the baguette diamonds.","Diamond, Platinum Ring
The ring centers a round brilliant-cut diamond measuring 11.20 - 11.34 x 6.66 mm and weighing 5.28 carats, enhanced by tapered baguette-cut diamonds weighing a total of approximately 1.60 carats, set in platinum. A GIA report # 5201455648, dated July 22, 2019, stating L color, VS2 clarity, accompanies the center stone. Gross weight 12.20 grams.
Size: 6-3/4 (sizeable)

Property of a Private Massachusetts Collector","SOLD ON SEP 23, 2019 FOR: $33,750.00"
49,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Baguette
Count: 1 - 25

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 5192213649
Carat: 5.03
Color: K
Clarity: SI1
Shape: Round Brilliant

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: More is more. Marked PLAT.","Diamond, Platinum Ring
The ring features a round brilliant-cut diamond measuring 11.30 - 11.41 x 6.38 mm and weighing 5.03 carats, accented by baguette-cut diamonds weighing a total of approximately 0.70 carat, set in platinum. A GIA report # 5192213649, dated March 21, 2018, stating K color, SI1 clarity, accompanies the center stone. Gross weight 13.00 grams.
Size: 5-3/4 (sizeable)","SOLD ON JUN 11, 2018 FOR: $33,750.00"
50,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: VS
Shape(s): Full, Radiant, Baguette
Count: 51 - 75

Overall Condition: Very Good
Condition Notes: Am impressive piece. Marked 18k. Shank is round on the inside and squared on the outside, may make sizing slightly difficult.","Gentleman's Diamond, White Gold Ring
The ring features a round brilliant-cut diamond measuring 11.26 - 11.33 x 7.00 mm and weighing 5.56 carats, enhanced by radiant-cut diamonds weighing a total of approximately 2.25 carats, accented by full and baguette-cut diamonds weighing a total of approximately 1.75 carats, set in 18k white gold. A GIA report # 2185605361, dated July 17, 2017, stating M color, VS2 clarity, accompanies the center stone. Gross weight 26.71 grams.
Size: 10 (not easily sized)","SOLD ON SEP 25, 2017 FOR: $33,750.00"
51,"Condition Report*:
Diamonds:
Avg Color: G-H-I
Avg Clarity: SI
Shape(s): Single-cut, Baguette-cut
Count: 1 - 25

Colored Gems:
Type(s): Emerald
Count: 1 - 25
Avg Quality: Fine

Certified Gems:
Gem: 1
Lab: AGL
Certification #: CS 71851
Carat: 18.84
Shape: Emerald-cut
Origin: Colombia
Treatment: Minor Traditional

Metals:
Platinum

Overall Condition: Very Good
Condition Notes: A gorgeous emerald with a pristine hue. French platinum mark.","Colombian Emerald, Diamond, Platinum Ring, French
The ring features an emerald-cut emerald measuring 15.80 x 14.98 x 10.81 mm and weighing 18.84 carats, enhanced by single-cut diamonds weighing a total of approximately 0.20 carat, accented by baguette-cut diamonds weighing a total of approximately 0.25 carat, set in platinum, French hallmarks. An AGL report # CS 71851, dated December 3, 2017, stating Natural Beryl, Origin Colombia, Minor Traditional Clarity Enhancement, accompanies the emerald. Gross weight 11.70 grams.
Size: 5-1/4 (sizeable)","SOLD ON APR 3, 2017 FOR: $33,750.00"
52,"Condition Report*:
Ring
Diamond
Average Color: JKL
Average Clarity: VS
Shapes: Emerald
Diamond Count: 1-25
Overall Condition: Very Good
Notes: Size 10 3/4 (sizeable). Textured and high polish finish. AGS certificate.","Gentleman's Diamond, Gold Ring

The ring centers one emerald-cut diamond measuring 12.93 x 9.09 x 6.26 mm and weighing 7.03 carats, flanked by emerald-cut diamonds, set in 14k yellow gold. Total diamond weight is approximately 8.03 carats. An AGS Laboratory report #0008383201, dated March 14, 2007, stating L Color and VS1 Clarity, accompanies the diamond. Gross weight 24.70 grams.
*Note: Size 10-3/4 (sizeable)","SOLD ON MAY 21, 2007 FOR: $33,460.00"
53,"Condition Report*:
Diamonds:
Avg Color: J-K-L
Avg Clarity: SI
Shape(s): Round Brilliant, Single-cut
Count: 51 - 75

Certified Diamonds:
Stone: 1
Lab: GIA
Certification #: 6204691581
Carat: 7.47
Color: O - P
Clarity: SI1
Shape: Round Brilliant

Metals:
Gold

Overall Condition: Good
Condition Notes: Shank finished with a Florentine finish. Not marked, tests for 14k white gold.","Diamond, White Gold Ring
The ring features a round brilliant-cut diamond measuring 12.69 - 12.78 x 7.60 mm and weighing 7.47 carats, enhanced by single-cut diamonds weighing a total of approximately 0.90 carat, set in 14k white gold. A GIA report # 6204691581, dated October 31, 2019, stating O - P color, SI1 clarity, accompanies the center stone. Gross weight 15.18 grams.
Size: 8-1/2 (sizeable)","SOLD ON DEC 8, 2019 FOR: $32,500.00"
